"muniYear","IM","POB_TOT"
"15001_1998",0.280138590593842,56027
"15110_1998",-0.803093732985173,53201
"15048_1998",-0.602866252583217,48624
"15085_1998",NA,60824
"15011_1998",-1.17638304005643,31695
"15053_1998",-1.3703759754894,35950
"15092_1998",-1.26615402309179,42379
"15018_1998",-0.977374137630332,33839
"15111_1998",0.626832897680036,38911
"15115_1998",-1.01034717617652,39211
"15009_1998",-1.10934893196243,43786
"15003_1998",0.297927556560532,36982
"15103_1998",-1.46727657174582,40812
"15112_1998",0.0968147230100106,34900
"15036_1998",-0.5795270724139,32437
"15023_1998",-1.09752249576665,33380
"15100_1998",-1.30456953233298,17803
"15021_1998",0.157514298732156,33124
"15059_1998",-1.09799639300786,17599
"15084_1998",-0.704024417612102,27254
"15064_1998",-0.151235999295974,30029
"15096_1998",-1.1620756934772,26697
"15105_1998",0.570906059673031,34898
"15040_1998",-0.543799117754435,28134
"15019_1998",-1.30330573915774,27608
"15065_1998",-0.694733730297976,27564
"15063_1998",NA,24693
"15032_1998",0.900277754719637,26671
"15086_1998",0.363219277376488,29286
"15044_1998",-1.77405005563006,29351
"15015_1998",-0.381809384543962,24569
"15093_1998",-0.909665557529501,21325
"15008_1998",0.507104378893828,29600
"15056_1998",0.535788329286571,25748
"15043_1998",-0.723257524071919,18533
"15010_1998",-1.09904986138871,22658
"15028_1998",-1.11398921504467,18352
"15068_1998",-0.812583692036227,22700
"15026_1998",0.169542318843932,22053
"15123_1998",NA,NA
"15016_1998",-0.626746129717908,19404
"15080_1998",0.978753267406743,26421
"15052_1998",NA,21076
"15073_1998",-1.0380645740227,9822
"15075_1998",-1.05684759941499,18517
"15030_1998",-1.39337219506429,16916
"15050_1998",-0.723581658116798,18361
"15007_1998",0.532105633309697,20182
"15094_1998",-0.748954141650631,16169
"15097_1998",0.265670596751745,15364
"15046_1998",-0.700845032370257,13953
"15119_1998",0.599396488389985,14454
"15117_1998",0.523745774752891,15275
"15102_1998",-0.249650687567538,14252
"15004_1998",NA,14787
"15022_1998",-1.11760526673663,9829
"15049_1998",-0.432973530879171,10518
"15071_1998",-0.708789148368913,10846
"15079_1998",-0.298445791299311,9317
"15072_1998",-1.15476689850883,8727
"15083_1998",-1.0950057089267,8374
"15055_1998",-1.23285557537353,8996
"15089_1998",-0.847457852445938,7982
"15107_1998",-0.849572376609971,10861
"15012_1998",-0.986522566270007,7745
"15027_1998",-1.19416946594704,5499
"15038_1998",-0.523795413378975,7503
"15006_1998",-1.1288610868736,8396
"15125_1998",NA,NA
"15017_1998",-0.787436595866802,5485
"15078_1998",-0.145111339779907,8456
"15034_1998",-0.13820612153779,7514
"15061_1998",-0.635467904143913,7086
"15041_1998",0.459033975826363,6136
"15077_1998",NA,5042
"15098_1998",-0.991235202733156,3894
"15066_1998",0.348311923476497,4986
"15069_1998",-1.2236816417334,3272
"15116_1998",-0.133249009179656,3529
"16053_1998",-1.63324706722781,603181
"16102_1998",-1.16956304114272,259634
"16108_1998",-1.30931826866941,161180
"16052_1998",-1.41221310703487,164624
"16112_1998",-0.564766086887085,135017
"16006_1998",-0.786775490673198,116694
"16034_1998",-0.521535005256479,104891
"16088_1998",-0.526476031944941,38275
"16069_1998",-1.40236233935687,86382
"16066_1998",-0.780307437739829,76818
"16050_1998",-0.129973493359463,67885
"16082_1998",-0.319565098783185,56681
"16076_1998",-1.24626982005207,60549
"16107_1998",-1.26117037615294,69427
"16071_1998",-0.551192375400911,72685
"16043_1998",-1.10653771669436,54420
"16075_1998",-0.828801900008702,55800
"16079_1998",-0.145017522277983,38293
"16110_1998",-0.522344197908781,48911
"16012_1998",-0.388985744358675,38362
"16038_1998",NA,45728
"16055_1998",-0.505327995756087,42177
"16025_1998",NA,30111
"16065_1998",-0.315938043542069,30956
"16045_1998",-1.22818450568963,36680
"16009_1998",-0.191108838070215,30850
"16097_1998",0.717392335326118,36088
"16035_1998",0.353997597188162,34433
"16017_1998",NA,29353
"16085_1998",-0.637002100370527,33215
"16106_1998",-1.02322702876193,26609
"16083_1998",0.0709693502228645,24742
"16020_1998",-0.653937570037981,26003
"16084_1998",-0.197915453454245,24524
"16113_1998",-0.620440369430349,27436
"16056_1998",0.378970858393175,22738
"16073_1998",-0.442243793964579,23874
"16068_1998",-0.952162430647202,19725
"16093_1998",NA,22328
"16016_1998",-0.295593516360406,23844
"16098_1998",-0.338604280044397,23779
"16064_1998",0.0536173907397476,23614
"16089_1998",-0.686537850159679,24351
"16008_1998",1.28653783957862,21012
"16103_1998",-0.944161719301307,22684
"16061_1998",NA,18129
"16067_1998",-0.344115396628506,20467
"16010_1998",0.212908050668593,23599
"16033_1998",-0.332023559080279,19633
"16019_1998",-0.780284611971053,21564
"16104_1998",-0.396756958299162,21161
"16022_1998",-0.281318640392981,18654
"16015_1998",NA,21333
"16003_1998",-0.597150591871979,19554
"16047_1998",-0.0928367515902069,18079
"16063_1998",-0.306643949874612,18518
"16002_1998",NA,20037
"16105_1998",-0.997691234316354,18066
"16062_1998",-0.62455148048615,19966
"16058_1998",-0.704154235870918,15026
"16077_1998",0.195891483726119,19059
"16080_1998",0.254801589669371,16988
"16024_1998",NA,16249
"16099_1998",0.797842721175834,17911
"16049_1998",0.660111627884429,16581
"16044_1998",-0.583832614237066,14784
"16111_1998",-0.149605941188963,12300
"16040_1998",-0.35751934669595,16412
"16092_1998",1.06960040399327,16535
"16031_1998",0.424528986424631,15712
"16030_1998",-0.722658271262094,15561
"16004_1998",-0.435564414605471,15483
"16070_1998",-1.30922355875582,15580
"16042_1998",-0.58980006563331,14617
"16029_1998",0.847141062917563,14922
"16086_1998",-0.889461917352583,14453
"16032_1998",-0.225385899247039,13239
"16041_1998",-0.105761110235654,12988
"16078_1998",-0.570845425894183,13869
"16090_1998",-0.390265388074375,11472
"16087_1998",-0.606165088638838,13081
"16091_1998",-0.734424354958756,12640
"16100_1998",-0.173125449850667,12412
"16014_1998",-0.617425328911644,13729
"16046_1998",-0.171057938731174,11252
"16072_1998",-0.61861107426593,13756
"16051_1998",-1.40695121870361,11496
"16036_1998",-0.834277439342377,11893
"16037_1998",-0.189834611759521,10435
"16023_1998",-0.894478595892116,11022
"16054_1998",-0.141215089809758,11332
"16021_1998",0.450694507777821,11327
"16095_1998",-0.990225272069616,11675
"16094_1998",-0.567830815974138,9013
"16101_1998",1.23847419045865,11272
"16001_1998",-0.191790999880073,10003
"16011_1998",-0.780122949615066,9717
"16005_1998",-0.430184574036273,10050
"16074_1998",-0.706257838788244,10131
"16013_1998",1.05449899877583,10394
"16028_1998",-0.864306528188385,7529
"16060_1998",-0.670074856321317,9914
"16096_1998",0.729397729112908,10143
"16018_1998",-0.135526635800855,9358
"16081_1998",1.16074516737462,8709
"16039_1998",-0.270158359701891,6673
"16059_1998",0.303549243165201,8477
"16057_1998",1.21877673028954,8266
"16027_1998",0.0242841377204614,7749
"16026_1998",0.746227351021011,7070
"16048_1998",-0.332137416082714,5238
"16109_1998",-0.849352048236042,4295
"16007_1998",-0.0271014448587514,2738
"17007_1998",-1.83591972879176,329760
"17011_1998",-1.60491282287154,162304
"17006_1998",-1.33944879184066,148879
"17018_1998",-1.15251273077336,90865
"17029_1998",-1.15232756289069,82245
"17008_1998",-1.0738270835462,54341
"17004_1998",-0.594526013246911,67520
"17028_1998",-0.745322717429066,43579
"17017_1998",-0.751394256823841,52908
"17012_1998",-1.20759049897811,52725
"17030_1998",-0.561282018434876,35349
"17024_1998",-0.806428961306184,44514
"17020_1998",-1.07499471270963,30186
"17031_1998",-1.52959874520686,33085
"17003_1998",-0.28857939904845,29815
"17025_1998",-0.643652997825314,29947
"17019_1998",-0.147501124874971,23808
"17015_1998",-0.27599051758396,23309
"17002_1998",-0.741454765621293,13801
"17022_1998",NA,16122
"17009_1998",-0.910189764532961,14525
"17016_1998",-0.0346501236864398,14872
"17001_1998",-0.623804139264656,16215
"17026_1998",-0.496688857099703,13019
"17010_1998",-0.31760032313089,13442
"17033_1998",0.124766071767926,11997
"17013_1998",-0.562394289769873,13438
"17027_1998",-0.156606191179827,8521
"17014_1998",-0.656516720558405,8513
"17005_1998",-0.352399744845889,9307
"17032_1998",NA,7802
"17021_1998",-0.62229983182472,6887
"17023_1998",0.208398012197452,5344
"18017_1998",-1.67777337967731,300156
"18020_1998",-1.2936658647398,54347
"18015_1998",-0.643212638848731,95141
"18004_1998",-1.02669760854911,64970
"18008_1998",-1.31333504206454,36405
"18016_1998",-0.930727400287618,43311
"18012_1998",-0.802097234811256,42664
"18009_1998",2.28204428865744,25936
"18001_1998",-0.771537736681611,36845
"18010_1998",-0.277242566137028,34812
"18018_1998",-1.04595613374149,31466
"18006_1998",-1.3817082841538,25681
"18011_1998",-0.441407770763817,21670
"18014_1998",-0.52362879641329,20795
"18007_1998",-0.45591619226001,16560
"18002_1998",-1.07708894770776,15669
"18019_1998",0.8354173282636,13486
"18003_1998",-0.820799470634604,12291
"18005_1998",0.974281403994769,10274
"18013_1998",-0.82540265190172,7767
"19039_1998",-1.93590153263063,1101798
"19026_1998",-1.88767003251379,649180
"19006_1998",-1.6496727838719,255757
"19046_1998",-2.19263998049724,493277
"19021_1998",-1.50879231753132,208922
"19031_1998",-1.17630938246226,59334
"19048_1998",-1.69232580022703,216730
"19018_1998",-0.83032482312008,26863
"19019_1998",-2.29448266837684,123927
"19009_1998",-1.55507976500268,69731
"19041_1998",-1.15761459622741,10491
"19033_1998",-0.984316837722955,67948
"19025_1998",-1.25670388280864,5718
"19038_1998",-1.14073046072347,52328
"19045_1998",-0.926340024967089,17718
"19012_1998",-1.52020006461864,10073
"19049_1998",-1.61276962650623,35739
"19017_1998",NA,40549
"19010_1998",-1.46344488424644,6449
"19014_1998",0.1968375483248,35133
"19044_1998",-1.67008175651953,32003
"19004_1998",-1.50906423331612,25779
"19005_1998",-1.13578670962033,18425
"19022_1998",-0.763970881934075,15919
"19047_1998",-1.60454834232282,13981
"19007_1998",0.257095370454748,15175
"19013_1998",-1.04489581109286,11747
"19011_1998",-1.48839991938373,8905
"19036_1998",0.582942378278059,7329
"19029_1998",-0.94045943904903,6462
"19020_1998",-1.16748420293249,5890
"19042_1998",-0.91852205832552,5815
"19024_1998",0.686753065832285,5693
"19034_1998",-1.30964840196862,4423
"19037_1998",-0.485884650256471,4941
"19032_1998",-1.05536821514387,5301
"19002_1998",-1.34319248646039,4431
"19051_1998",-1.14977294658365,4289
"19003_1998",-1.30518207823995,2456
"19008_1998",-1.01642135783484,3421
"19030_1998",-0.0279332203304765,3499
"19027_1998",-1.29110488285041,2821
"19016_1998",-0.81582459572245,3073
"19043_1998",0.415230009219856,2683
"19015_1998",-0.947639026246382,2262
"19001_1998",-1.22533398611656,2269
"19050_1998",-0.824957925337561,2177
"19023_1998",-1.30163656766167,1697
"19035_1998",-1.56026469172387,1176
"19028_1998",-1.03726502846363,1308
"19040_1998",-1.31220026035634,1168
"20067_1998",-1.52931905837713,251547
"20184_1998",-0.622009410614225,131395
"20043_1998",-0.693483811177906,77475
"20385_1998",-0.870497878930034,47636
"20079_1998",-1.42870331300602,76350
"20039_1998",-0.965082773942074,50993
"20515_1998",-0.511723668986524,52792
"20482_1998",0.248834218142885,43350
"20390_1998",-1.41864110268605,40640
"20318_1998",-0.30240562080408,30210
"20324_1998",0.476818807609381,34422
"20334_1998",0.599796237846274,41774
"20002_1998",0.262814529065006,44349
"20413_1998",-0.325927015308421,27050
"20565_1998",-0.297133749540175,17656
"20044_1998",-0.306810098164243,41222
"20059_1998",0.293538539482811,31048
"20057_1998",-0.281370063542291,40431
"20397_1998",NA,27248
"20278_1998",0.92870617270663,35161
"20469_1998",0.824227166175188,28630
"20399_1998",NA,13787
"20073_1998",NA,26305
"20041_1998",1.27093627091024,29445
"20198_1998",1.10940408230769,26453
"20014_1998",-1.2201522855743,22197
"20134_1998",1.66093319347236,21458
"20439_1998",1.48451579039796,18666
"20085_1998",1.96621002171469,20954
"20401_1998",0.380840010819124,17087
"20190_1998",0.759500926706839,21552
"20107_1998",-0.656403782763767,13491
"20559_1998",0.459412250667756,22640
"20551_1998",-0.638443908242441,13192
"20068_1998",NA,17775
"20023_1998",-0.447841994056005,12156
"20232_1998",1.4532303887869,19433
"20406_1998",1.94073167788832,20316
"20028_1998",0.506866377411863,17901
"20171_1998",2.12302447206623,18479
"20570_1998",-0.177818289649944,16603
"20467_1998",0.56273731071993,17871
"20207_1998",1.31508512443733,16871
"20006_1998",-0.339396108092528,13147
"20386_1998",2.42791365649147,14614
"20124_1998",0.512636279412708,15296
"20350_1998",-1.68377471456516,14231
"20526_1998",1.2699901858019,12929
"20205_1998",1.54109082612399,16178
"20427_1998",0.119790954418776,13400
"20447_1998",0.763869481804216,15176
"20293_1998",-0.983947961975991,6006
"20364_1998",0.926584748922714,13426
"20021_1998",-0.141925667375381,14499
"20227_1998",-0.715179582648868,9281
"20157_1998",-0.786895148586688,6113
"20005_1998",-0.535060318734267,14751
"20557_1998",-1.01997210941331,12442
"20327_1998",NA,13701
"20248_1998",1.48018333240175,10188
"20010_1998",-0.899444681291042,13128
"20468_1998",1.6173493640041,12123
"20058_1998",1.56916291773682,13603
"20418_1998",-0.296137641576528,10785
"20466_1998",2.47250626278685,9851
"20150_1998",-0.577583964105794,9275
"20375_1998",-1.73253990249357,6159
"20450_1998",3.06501549150122,9140
"20277_1998",1.41657133141558,12566
"20298_1998",NA,10543
"20242_1998",2.38903593706419,8404
"20312_1998",1.6363371203543,9615
"20549_1998",0.530524698284351,12210
"20525_1998",0.0899426949423206,10334
"20125_1998",0.911506554919535,10924
"20166_1998",0.556288549935642,9764
"20136_1998",0.989155849720647,11234
"20309_1998",1.78295840600097,10444
"20377_1998",1.38060909365812,10168
"20025_1998",-0.318871110753417,9582
"20414_1998",0.785863833784127,10028
"20208_1998",1.17705102742661,9423
"20537_1998",0.264318913230625,7985
"20325_1998",1.4393518721623,8924
"20509_1998",2.12917268433556,7754
"20338_1998",-0.95426431037177,7180
"20131_1998",1.16871924635571,9467
"20012_1998",1.56382343437164,8961
"20483_1998",NA,7473
"20553_1998",-0.34528248023906,6473
"20188_1998",1.16230083222317,8303
"20307_1998",0.526970897921984,9450
"20177_1998",NA,9269
"20016_1998",2.87550193260209,5367
"20545_1998",-0.638522831734442,7317
"20417_1998",0.742171791186706,9563
"20475_1998",0.833398572904005,8444
"20437_1998",1.41764458020048,7805
"20083_1998",-0.578512746531104,4510
"20143_1998",-0.0632111507565943,9316
"20295_1998",-0.339665044315347,8404
"20513_1998",0.517964891411501,7539
"20115_1998",-0.514120784979584,4465
"20407_1998",1.70679971881588,7096
"20026_1998",0.552023246164251,7849
"20409_1998",-1.66731575789469,7236
"20348_1998",0.711455115296817,8747
"20185_1998",0.284734119082468,7632
"20441_1998",NA,5758
"20426_1998",2.12980782276143,6851
"20266_1998",1.20336392549173,8386
"20030_1998",-1.47248851478811,7791
"20310_1998",0.291792531891043,3425
"20064_1998",0.345577921316958,7735
"20500_1998",0.858602565978823,7590
"20229_1998",2.00117093459102,5265
"20045_1998",-0.741559246960238,3903
"20042_1998",0.100945532257134,7042
"20275_1998",1.18301650970149,5320
"20505_1998",-0.587347888597012,7604
"20135_1998",0.525333001018555,6014
"20540_1998",-0.622085999315518,6133
"20141_1998",0.336958456935725,5389
"20234_1998",1.53427680888952,6770
"20261_1998",0.959199499443691,6141
"20031_1998",1.39807349189457,6144
"20520_1998",0.256675213058056,7029
"20105_1998",0.720282720275331,5946
"20392_1998",2.04269142945044,6788
"20009_1998",0.581,5423
"20294_1998",-0.524698770520504,5030
"20498_1998",1.23249479109256,6638
"20070_1998",1.10543567337522,6069
"20178_1998",-0.390359083357933,3347
"20446_1998",0.44490810838664,6472
"20072_1998",1.06265608344373,5624
"20265_1998",0.955544190351075,5973
"20210_1998",1.07923034529889,6533
"20052_1998",NA,6249
"20272_1998",1.61783523776391,6069
"20300_1998",0.906135697679637,5177
"20560_1998",0.394395164308034,5672
"20040_1998",2.20775003399111,6091
"20470_1998",0.658460314739059,6147
"20090_1998",0.741839664142845,5523
"20225_1998",1.56971651743216,5244
"20103_1998",NA,4781
"20398_1998",NA,5658
"20543_1998",1.48033402952247,5162
"20015_1998",1.6687905390515,5561
"20546_1998",0.119514975206271,5468
"20036_1998",0.25880940213653,5655
"20066_1998",NA,5459
"20554_1998",0.89778078697857,5550
"20337_1998",1.65775219383716,5196
"20539_1998",-0.685616166678644,3672
"20502_1998",1.54278828609356,5031
"20550_1998",0.10029939389059,4712
"20159_1998",1.04287694111239,4493
"20460_1998",1.37186960892857,4589
"20091_1998",-1.17209965094611,3608
"20517_1998",2.09202657612875,3425
"20130_1998",0.684774918101035,4728
"20126_1998",1.33579560120939,4056
"20326_1998",1.29020506589208,4504
"20516_1998",1.06301442658501,4216
"20253_1998",1.51134413712863,4225
"20489_1998",1.19438694093155,4927
"20415_1998",0.595292841504983,4719
"20494_1998",2.16580327535725,4402
"20434_1998",1.11508938459589,4471
"20153_1998",0.967139140592523,3777
"20452_1998",0.92118952821242,4686
"20384_1998",1.15190657047636,3845
"20306_1998",1.57164550110478,4229
"20108_1998",0.986869105540973,4327
"20459_1998",-0.296513188372687,4426
"20202_1998",1.0446878426458,3888
"20071_1998",1.17670581926114,3669
"20082_1998",0.930971060627611,4584
"20366_1998",1.4829131194978,4414
"20051_1998",1.39001423886797,3479
"20462_1998",-0.25406319582233,4206
"20421_1998",-0.31418266130224,3937
"20024_1998",1.40351081372782,4215
"20367_1998",1.58468709186819,4135
"20302_1998",2.00946770020517,3657
"20169_1998",1.96247583272645,4357
"20484_1998",0.389784845652455,3903
"20098_1998",1.12915599689325,4204
"20116_1998",2.02282677240919,3415
"20102_1998",-0.626963362969242,3007
"20491_1998",0.809043001046308,3061
"20037_1998",1.26037796350886,4091
"20111_1998",1.70816290425389,3699
"20017_1998",0.964981404520583,4067
"20532_1998",1.12581674780704,4058
"20497_1998",1.62366463635446,3174
"20269_1998",0.229126523750056,3825
"20087_1998",NA,3195
"20095_1998",2.03176870928944,3362
"20213_1998",1.54708470027282,3758
"20330_1998",0.88107701186273,3930
"20449_1998",0.598641878308314,3691
"20492_1998",1.21789061836261,3978
"20029_1998",2.08917287895051,3704
"20291_1998",0.94045412826694,3985
"20305_1998",-0.909229867617244,3725
"20534_1998",1.16179338347364,3928
"20046_1998",0.513177223653346,3731
"20424_1998",1.37379880218069,4127
"20345_1998",0.6985410493618,3812
"20339_1998",-0.314152259856519,3473
"20084_1998",-1.03315185250298,3102
"20007_1998",1.34316881370074,3782
"20133_1998",1.70555639254748,3422
"20020_1998",1.10046481646771,3163
"20387_1998",0.0959069486946479,3597
"20200_1998",1.24186112158885,3559
"20174_1998",-0.665728165475106,2732
"20453_1998",NA,2589
"20063_1998",-0.895397854426298,3199
"20393_1998",1.31272292217166,3344
"20145_1998",NA,1718
"20170_1998",1.64950694850664,3248
"20352_1998",2.22742704036567,2049
"20235_1998",1.31490094664758,3678
"20254_1998",1.16333724667565,3553
"20244_1998",0.454975114856798,3112
"20050_1998",1.49374438331685,3275
"20360_1998",1.12107953640716,3453
"20077_1998",-0.149432629527488,2479
"20055_1998",-0.0804886578252209,3346
"20347_1998",1.15524752503304,3065
"20285_1998",0.985648628131862,3010
"20410_1998",0.180630473068922,3463
"20164_1998",0.453873988432684,3340
"20530_1998",0.969713178931486,2983
"20378_1998",0.613988711313983,3300
"20249_1998",0.747969925456582,2921
"20511_1998",1.74067124137738,3311
"20076_1998",0.30671302144901,3462
"20176_1998",0.671679686772198,3292
"20286_1998",0.67283939795732,3448
"20161_1998",0.507944998487921,2678
"20495_1998",1.55593809313483,3274
"20435_1998",1.86170403374017,2628
"20013_1998",-0.102115764832313,2994
"20217_1998",1.79747793338889,3424
"20273_1998",1.57027435494563,3182
"20263_1998",2.07558459458301,3030
"20156_1998",0.008408171172485,3241
"20485_1998",1.49653765349588,3328
"20507_1998",1.20034383671753,3306
"20474_1998",0.470974449244177,3353
"20284_1998",1.40154335228779,3253
"20567_1998",0.842341070876825,3216
"20137_1998",1.50864008563081,3190
"20396_1998",2.13204121196729,3245
"20457_1998",1.4468736320565,3042
"20535_1998",1.40108437385877,3172
"20019_1998",0.634353014318045,3196
"20203_1998",1.73286074182118,3006
"20391_1998",2.62494128121342,2640
"20342_1998",-0.256612362706732,1572
"20472_1998",-0.470929354525592,2826
"20112_1998",0.391112299112433,2910
"20412_1998",1.0814615663859,2928
"20088_1998",1.11605131176218,3165
"20566_1998",1.74586531971624,2975
"20271_1998",1.89782125685039,2125
"20197_1998",0.805449717829612,2872
"20454_1998",1.5793024979502,2639
"20211_1998",1.23757305322489,3078
"20308_1998",0.305504566183721,2509
"20231_1998",1.62805406195541,2900
"20395_1998",2.00826586098933,2487
"20490_1998",1.45450093920699,2617
"20333_1998",-0.0105813749942435,2813
"20481_1998",0.529455715166203,2915
"20358_1998",0.392146940393469,2141
"20220_1998",0.675365392750968,3002
"20555_1998",0.667982071464041,2821
"20123_1998",0.70993497937268,2844
"20351_1998",0.857379082769931,2677
"20113_1998",0.913948286485513,2787
"20519_1998",0.203312768201618,2771
"20403_1998",-0.429317748999743,1614
"20219_1998",1.06806816417442,2868
"20379_1998",1.1842843032301,2612
"20212_1998",2.13779050589242,2356
"20279_1998",1.14037934164901,2641
"20336_1998",1.00364390943699,2556
"20478_1998",0.337172461129277,2530
"20189_1998",1.68013553598737,2168
"20280_1998",-0.22517468049623,2678
"20340_1998",0.0505976221348029,2237
"20027_1998",1.27672708216437,2521
"20527_1998",1.23795858205511,2458
"20075_1998",-0.417032325812579,2637
"20381_1998",-0.268562947933771,2590
"20561_1998",0.932328550155689,2151
"20146_1998",1.53901309778362,1808
"20394_1998",0.39332974383802,2640
"20060_1998",1.20654887950689,2620
"20455_1998",0.535767909403623,2338
"20180_1998",0.38930070992734,2426
"20118_1998",0.970532156203282,2650
"20226_1998",0.496878805127853,2562
"20061_1998",1.41323350735074,2292
"20344_1998",1.1769642334016,2365
"20260_1998",0.510212759356648,2556
"20033_1998",-0.815773326512313,1907
"20363_1998",NA,2461
"20069_1998",1.04947668231287,1913
"20531_1998",NA,1971
"20003_1998",1.26082071638608,2592
"20433_1998",2.0710256488338,1982
"20214_1998",0.889676806634067,2438
"20117_1998",1.38552433228981,2414
"20240_1998",2.04495631207646,2483
"20104_1998",0.860596663335944,1904
"20193_1998",-0.0425393420923113,2223
"20206_1998",0.223964332126658,2512
"20264_1998",1.92608599429576,2245
"20187_1998",1.63132617940135,2353
"20388_1998",1.64914528195493,2211
"20297_1998",1.39994655476356,2391
"20486_1998",NA,2263
"20259_1998",1.17863744511687,2208
"20081_1998",0.570098132326304,2359
"20154_1998",0.893223443341261,1955
"20158_1998",1.57581667743456,2253
"20496_1998",-0.548937008353542,1829
"20237_1998",-0.189326897179517,2271
"20182_1998",1.09283679441326,2218
"20038_1998",0.408520858029334,2193
"20080_1998",0.528375631197091,1830
"20372_1998",1.28120277000768,1842
"20448_1998",1.49810358066515,1489
"20356_1998",0.588716417176167,2143
"20425_1998",1.10072846914177,2031
"20569_1998",0.748828231486478,1999
"20349_1998",0.756649008667922,2118
"20533_1998",0.427992585449032,1663
"20065_1998",0.68894463638559,1911
"20323_1998",0.994807930584074,1791
"20094_1998",1.23344962186778,2107
"20233_1998",0.929390107432387,1999
"20089_1998",0.0700306266828292,2144
"20353_1998",0.833670152232446,1753
"20152_1998",1.29509944194616,1904
"20139_1998",2.03958184832755,1935
"20380_1998",0.274784601901681,1778
"20252_1998",1.38836222176544,1723
"20405_1998",-0.0805809411907264,1771
"20167_1998",0.890025165399601,1659
"20499_1998",-0.671148154186524,1727
"20255_1998",1.32558995046623,1913
"20160_1998",NA,1897
"20343_1998",NA,2030
"20487_1998",0.359683708742342,1701
"20148_1998",1.33824899409159,1945
"20097_1998",0.15483000022137,1752
"20458_1998",0.253158266703237,1624
"20201_1998",0.6124291452269,1765
"20362_1998",0.0578818423369807,1612
"20315_1998",1.39258696635169,1919
"20162_1998",1.00429427445806,1514
"20369_1998",-0.106868965279115,1771
"20368_1998",0.512865542611044,1600
"20428_1998",1.37451793887589,1504
"20270_1998",1.83036890365069,1690
"20431_1998",-0.314118654627578,1854
"20429_1998",1.07616541270438,1701
"20541_1998",NA,1841
"20173_1998",0.421815965256593,1614
"20420_1998",1.13345216435768,1005
"20243_1998",NA,1724
"20563_1998",1.41387822246798,1559
"20195_1998",1.37494532086305,1587
"20175_1998",0.678828594917371,1736
"20523_1998",-0.432174820016069,1591
"20163_1998",0.977861994477164,1636
"20504_1998",NA,1730
"20438_1998",2.02769026759419,1528
"20346_1998",0.405054629120624,1612
"20236_1998",2.01179618049423,1739
"20544_1998",-0.0882715044713494,1740
"20548_1998",0.754942354919579,1601
"20149_1998",0.958580701501782,1238
"20477_1998",1.67233121374188,1693
"20400_1998",-0.109027222044815,1540
"20558_1998",NA,1555
"20301_1998",0.552683313854675,1561
"20365_1998",NA,1548
"20314_1998",0.422656130677232,1565
"20456_1998",NA,1314
"20222_1998",0.307662092914163,1558
"20473_1998",0.362700756309676,1466
"20445_1998",0.945488173445538,1280
"20142_1998",1.01431742515783,1226
"20245_1998",0.23554919967983,1382
"20317_1998",0.760117480239465,1551
"20034_1998",-0.131325323454349,1363
"20451_1998",1.65931522398802,1347
"20092_1998",0.307171986839762,1415
"20110_1998",1.77974070722287,1307
"20465_1998",0.896958790098414,1214
"20528_1998",0.181212444331925,1515
"20510_1998",0.346392108487688,870
"20568_1998",0.13384341143156,1558
"20562_1998",0.00640934037266278,1360
"20179_1998",0.37658522452476,1316
"20247_1998",-0.950710671728745,1385
"20374_1998",1.42858982572033,1144
"20001_1998",0.822447357592917,1278
"20230_1998",NA,1153
"20508_1998",-0.523920793363767,1468
"20165_1998",0.464609803678326,1278
"20183_1998",0.400510590870035,1452
"20194_1998",-0.0558287267429472,1320
"20192_1998",-0.70250074587529,1324
"20296_1998",NA,1185
"20128_1998",NA,1257
"20221_1998",0.288194310666311,1426
"20529_1998",1.84249737833257,1411
"20056_1998",0.505894911783848,1330
"20329_1998",0.865672549666231,1399
"20292_1998",1.39450473047734,1310
"20501_1998",0.232167073895447,1226
"20144_1998",0.311302004083907,1212
"20319_1998",0.817509054377253,1237
"20274_1998",0.79839423970203,1256
"20048_1998",1.17632778387342,934
"20062_1998",-0.668578234867305,597
"20241_1998",0.186285578009875,1234
"20109_1998",-0.472434022964058,1294
"20357_1998",0.270586336754204,1048
"20289_1998",0.675954562106917,1176
"20382_1998",1.16683935053453,1226
"20389_1998",1.26192796228357,1237
"20216_1998",0.473881355609605,1142
"20032_1998",0.759745538612628,1088
"20011_1998",0.686200288914175,1309
"20564_1998",0.989563484600005,1280
"20303_1998",NA,1244
"20547_1998",NA,1028
"20127_1998",1.73351051701693,1148
"20304_1998",1.0219837577442,1061
"20132_1998",-0.256973765859766,1079
"20262_1998",NA,1149
"20480_1998",0.938043527875799,1032
"20361_1998",0.759543772801227,935
"20359_1998",-0.133152853721725,1152
"20053_1998",-0.366700633535578,1158
"20239_1998",NA,1055
"20522_1998",0.654106044859346,1035
"20328_1998",1.53254323568903,997
"20436_1998",1.08979955965987,1171
"20257_1998",1.01553725066598,1083
"20258_1998",0.365715319204183,857
"20250_1998",0.234277351319356,1113
"20251_1998",1.39905505209433,1149
"20276_1998",1.99593897201034,979
"20313_1998",0.800934088001522,1053
"20461_1998",0.364652931353793,798
"20049_1998",0.675546242300803,1000
"20283_1998",0.280556196592458,1060
"20512_1998",1.33213415456354,1121
"20402_1998",0.709712695672637,1058
"20022_1998",-0.15769155514301,982
"20321_1998",0.972333606962264,967
"20440_1998",0.414512553213102,1053
"20299_1998",0.243734840953227,1076
"20199_1998",0.574863277338319,808
"20078_1998",-0.617976871824685,1055
