"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","agua_lag","dren_lag","elec_lag","tot_del_lag","hom_lag","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt","edo.year"
"16098_2015","16",16098,2015,"PRD_PT",2529,5900,7715,345,2,18537,"PRI_PVEM","PRI","PRD","PRD",2011,4,"PRD","PRD",0,1,0,0,"16_2015",0.136429843016669,0.318282354210498,0.416194637751524,41.6194637751524,17.1474090223042,24.4720547528482,NA,NA,8899,NA,NA,-0.241,27371,NA,NA,3.44982582312621,NA,NA,0,"16_2015"
"16099_1998","16",16099,1998,"PRD",110,2645,3059,0,0,5819,"PRI","PRI","PRD","PRD",1995,3,"PRD","PRD",0,0,0,0,"16_1998",0.0189035916824197,0.454545454545455,0.525691699604743,52.5691699604743,0,52.5691699604743,NA,NA,1865,102,15,0.797842721175834,17911,NA,NA,7.72117962466488,-27.4509803921569,-26.6666666666667,0,"16_1998"
"16099_2001","16",16099,2001,"PRD_PVEM_PT_MC_PAS_PSN",307,2936,3297,125,2,6540,"PRI","PRI","PRD","PRD",1998,3,"PRD","PRD",0,0,0,1,"16_2001",0.0469418960244648,0.448929663608563,0.504128440366972,50.4128440366972,52.5691699604743,-2.15632592377706,NA,NA,2177,43,9,0.956061716645804,17505,NA,NA,3.03169499310978,-11.6279069767442,-44.4444444444444,0,"16_2001"
"16099_2004","16",16099,2004,"PRD",1760,2516,2569,61,1,6846,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2001,3,"PRD","PRD",1,0,0,1,"16_2004",0.25708442886357,0.367513876716331,0.375255623721881,37.5255623721881,50.4128440366972,-12.8872816645091,NA,NA,3843,48,9,0.980660540712087,15825,NA,NA,4.5016913869373,35.4166666666667,-33.3333333333333,0,"16_2004"
"16099_2007","16",16099,2007,"PRI",485,2656,2654,182,16,7127,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2004,3,"PRD","PRD",0,0,0,1,"16_2007",0.0680510733829101,0.372667321453627,0.372386698470605,37.2386698470605,37.5255623721881,-0.286892525127662,NA,NA,4422,51,15,0.983788442025936,18569,NA,NA,-36.386250565355,-25.4901960784314,-66.6666666666667,1,"16_2007"
"16099_2011","16",16099,2011,"PRI_PVEM",950,3742,3618,265,1,8310,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2007,4,"PRI","PRI",0,0,0,1,"16_2011",0.114320096269555,0.450300842358604,0.435379061371841,45.0300842358604,37.2386698470605,7.79141438879994,0,0,4624,NA,NA,0.865697641006306,17893,NA,NA,-3.37370242214534,NA,NA,0,"16_2011"
"16099_2015","16",16099,2015,"PRD_PT_PNA",434,8263,8912,158,1,17676,"PRI_PVEM","PRI","PRD","PRD",2011,4,"PRI","PRI",0,1,0,0,"16_2015",0.0245530663045938,0.467470015840688,0.50418646752659,46.7470015840688,45.0300842358604,1.71691734820838,NA,NA,3156,NA,NA,0.689,15383,NA,NA,57.0342205323194,NA,NA,1,"16_2015"
"16100_1995","16",16100,1995,"PRD",291,1232,1887,147,0,3448,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,1,0,0,"16_1995",0.0843967517401392,0.357308584686775,0.547273781902552,35.7308584686775,51.8308631211857,-16.1000046525082,753,NA,NA,NA,NA,-0.324,12408,-1.32802124833998,NA,NA,NA,NA,1,"16_1995"
"16100_1998","16",16100,1998,"PRD",288,1365,2201,100,0,3854,"PRI","PRI","PRD","PRD",1995,3,"PRD","PRD",0,1,0,0,"16_1998",0.0747275557861962,0.354177477944992,0.571094966268812,57.1094966268812,35.7308584686775,21.3786381582037,NA,NA,2901,28,5,-0.173125449850667,12412,NA,NA,5.51533953809032,21.4285714285714,-80,0,"16_1998"
"16100_2001","16",16100,2001,"PRD_PVEM_PT_MC_PAS_PSN",1112,1355,1820,194,1,4287,"PRI","PRI","PRD","PRD",1998,3,"PRD","PRD",0,0,0,1,"16_2001",0.259388850011663,0.316071845113133,0.424539304875204,42.4539304875204,57.1094966268812,-14.6555661393608,NA,NA,3416,37,0,-0.108248133215472,12383,NA,NA,1.25878220140515,-48.6486486486486,NA,0,"16_2001"
"16100_2004","16",16100,2004,"PAN",1499,1005,1367,114,0,4699,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2001,3,"PRD","PRD",0,0,0,1,"16_2004",0.319004043413492,0.21387529261545,0.290912960204299,29.0912960204299,42.4539304875204,-13.3626344670905,NA,NA,3682,17,3,-0.0926759631044255,12290,NA,NA,3.12330255296035,82.3529411764706,-66.6666666666667,1,"16_2004"
"16101_1995","16",16101,1995,"PRI",848,1286,1061,84,0,3226,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"16_1995",0.262864228146311,0.39863608183509,0.328890266584005,39.863608183509,36.5322868355334,3.33132134797564,0,NA,NA,NA,NA,0.931,11498,NA,NA,NA,NA,NA,0,"16_1995"
"16101_1998","16",16101,1998,"PRI",542,1924,996,123,0,3498,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"16_1998",0.15494568324757,0.550028587764437,0.284734133790738,55.0028587764437,39.863608183509,15.1392505929347,NA,NA,1134,59,13,1.23847419045865,11272,NA,NA,10.2292768959436,-5.08474576271186,-23.0769230769231,0,"16_1998"
"16101_2001","16",16101,2001,"PRD_PVEM_PT_MC_PAS_PSN",660,1500,1607,200,0,3767,"PRI","PRI","PRD","PRD",1998,3,"PRI","PRI",0,1,0,0,"16_2001",0.17520573400584,0.398194850013273,0.426599415980887,39.8194850013273,55.0028587764437,-15.1833737751164,NA,NA,1363,27,6,1.51539146206306,10754,NA,NA,3.74174614820249,-44.4444444444444,-33.3333333333333,1,"16_2001"
"16101_2004","16",16101,2004,"PRI_PVEM",441,2060,1435,113,0,3936,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2001,3,"PRD","PRD",0,1,0,0,"16_2004",0.112042682926829,0.523373983739837,0.364583333333333,36.4583333333333,39.8194850013273,-3.36115166799399,NA,NA,1732,7,1,1.56878671915144,9717,NA,NA,1.78983833718247,114.285714285714,200,1,"16_2004"
"16101_2007","16",16101,2007,"PRI",1478,1606,1243,140,1,4327,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2004,3,"PRI","PRI",0,0,0,1,"16_2007",0.341576149757338,0.371157846082736,0.287266004159926,37.1157846082736,36.4583333333333,0.657451274940307,NA,NA,1805,38,7,1.50026284213645,11015,NA,NA,-0.775623268698068,-21.0526315789474,42.8571428571429,0,"16_2007"
"16101_2011","16",16101,2011,"PRI",1096,1913,972,267,3,4780,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2007,4,"PRI","PRI",0,1,0,0,"16_2011",0.22928870292887,0.40020920502092,0.203347280334728,40.0209205020921,37.1157846082736,2.90513589381842,0,0,2034,NA,NA,1.4466380400299,11075,NA,NA,1.76991150442479,NA,NA,0,"16_2011"
"16101_2015","16",16101,2015,"PRI",749,2042,549,164,5,6128,"PRI_PVEM","PRI","PRI","PRI",2011,4,"PRI","PRI",1,1,0,0,"16_2015",0.122225848563969,0.33322454308094,0.089588772845953,33.322454308094,40.0209205020921,-6.69846619399806,NA,1,2317,NA,NA,1.338,8966,NA,0,3.36642209753992,NA,NA,0,"16_2015"
"16102_1995","16",16102,1995,"PAN",28383,17490,18169,1548,18,66548,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"16_1995",0.426504177435836,0.262817815711967,0.273020977339665,26.2817815711967,47.6957245974459,-21.4139430262491,41331,NA,NA,NA,NA,-1.181,250794,-2.39045752582806,NA,NA,NA,NA,1,"16_1995"
"16102_1998","16",16102,1998,"PAN",25842,24831,16001,1573,8,68760,"PRI","PRI","PAN","PAN",1995,3,"PAN","PAN",0,1,0,0,"16_1998",0.375828970331588,0.361125654450262,0.232707969749855,37.5828970331588,26.2817815711967,11.3011154619621,NA,NA,62493,4429,181,-1.16956304114272,259634,NA,NA,6.20229465700158,-8.42176563558365,4.41988950276244,0,"16_1998"
"16102_2001","16",16102,2001,"PAN",30402,22651,24563,1885,54,77616,"PRI","PRI","PAN","PAN",1998,3,"PAN","PAN",0,0,1,0,"16_2001",0.39169758812616,0.291834157905586,0.316468253968254,39.169758812616,37.5828970331588,1.58686177945714,NA,NA,72858,2995,43,-1.16419171653988,268352,NA,NA,4.32759614592769,10.3839732888147,20.9302325581395,0,"16_2001"
"16102_2004","16",16102,2004,"PRD",18812,20615,27706,1857,58,72002,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2001,3,"PAN","PAN",1,0,1,0,"16_2004",0.261270520263326,0.286311491347463,0.384794866809255,26.1270520263326,39.169758812616,-13.0427067862834,NA,NA,82688,2740,78,-1.17079170091597,276469,NA,NA,4.08160797213624,-8.5036496350365,-20.5128205128205,1,"16_2004"
"16102_2007","16",16102,2007,"PAN_PNA",37836,18906,22577,3133,21,82317,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2004,3,"PRD","PRD",0,0,1,0,"16_2007",0.459637741900215,0.229673093042749,0.274268984535394,27.4268984535394,26.1270520263326,1.29984642720676,NA,NA,91953,3231,121,-1.19649438584672,278948,NA,NA,3.11245962611335,23.8625812441968,-14.0495867768595,1,"16_2007"
"16102_2011","16",16102,2011,"PRI_PVEM",30477,49784,28025,4337,90,109304,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2007,4,"PAN","PAN",0,0,0,1,"16_2011",0.278827856254117,0.455463660982215,0.256395008416892,27.8827856254117,27.4268984535394,0.455887171872327,0,0,105320,NA,NA,-1.13194097517639,268890,NA,NA,3.87960501329281,NA,NA,1,"16_2011"
"16102_2015","16",16102,2015,"PRD_PT",26079,23319,57778,4255,115,123997,"PRI_PVEM","PRI","PRD","PRD",2011,4,"PRI","PRI",0,0,1,0,"16_2015",0.210319604506561,0.188061001475842,0.46596288619886,18.8061001475842,27.8827856254117,-9.07668547782748,NA,NA,117383,NA,NA,-1.107,334749,NA,NA,2.50376971111658,NA,NA,1,"16_2015"
"16103_1995","16",16103,1995,"PRD",353,3058,5050,0,2,8487,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,1,0,0,"16_1995",0.0415930246258984,0.360315777070814,0.595027689407329,36.0315777070814,52.6155327342747,-16.5839550271933,3001,NA,NA,NA,NA,-1.186,22945,250.983005664778,NA,NA,NA,NA,1,"16_1995"
"16103_1998","16",16103,1998,"PRI",255,4289,3893,137,19,8478,"PRI","PRI","PRI","PRI",1995,3,"PRD","PRD",1,1,0,0,"16_1998",0.0300778485491861,0.505897617362586,0.459188487850908,45.9188487850908,36.0315777070814,9.88727107800941,NA,NA,5796,99,12,-0.944161719301307,22684,NA,NA,4.83091787439611,-10.1010101010101,-58.3333333333333,1,"16_1998"
"16103_2001","16",16103,2001,"PRD_PVEM_PT_MC_PAS_PSN",1260,3683,3920,234,8,8863,"PRI","PRI","PRD","PRD",1998,3,"PRI","PRI",0,0,0,1,"16_2001",0.142164052803791,0.415547782917748,0.442288164278461,41.5547782917748,45.9188487850908,-4.36407049331603,NA,NA,6424,49,2,-0.785665896829866,22249,NA,NA,1.99252801992529,-2.04081632653061,-50,1,"16_2001"
"16103_2004","16",16103,2004,"PRI_PVEM",448,4060,3354,262,2,8946,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2001,3,"PRD","PRD",0,1,0,0,"16_2004",0.0500782472613459,0.453834115805947,0.374916163648558,37.4916163648558,41.5547782917748,-4.06316192691899,NA,NA,6762,40,5,-0.714313809807032,21477,NA,NA,2.45489500147885,90,40,1,"16_2004"
"16103_2007","16",16103,2007,"PRD_PT_MC",567,3639,5406,247,0,9758,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2004,3,"PRI","PRI",1,0,0,1,"16_2007",0.0581061692969871,0.372924779667965,0.554006968641115,37.2924779667965,37.4916163648558,-0.199138398059326,NA,NA,7889,88,3,-0.811,23430,NA,NA,1.55913296995818,-4.54545454545454,-66.6666666666667,1,"16_2007"
"16103_2011","16",16103,2011,"PRI_PVEM",2346,4487,3833,387,6,10868,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2007,4,"PRD","PRD",0,1,0,0,"16_2011",0.215863084284137,0.412863452337137,0.352686786897313,35.2686786897313,37.2924779667965,-2.02379927706516,0,0,8688,NA,NA,-0.78340119962638,22747,NA,NA,1.76104972375691,NA,NA,1,"16_2011"
"16103_2015","16",16103,2015,"PRD_PT_Humanista",3397,6013,10966,179,0,20613,"PRI_PVEM","PRI","PRD","PRD",2011,4,"PRI","PRI",0,0,0,1,"16_2015",0.164798913307136,0.291709115606656,0.531994372483384,29.1709115606656,35.2686786897313,-6.09776712906572,NA,NA,9347,NA,NA,-0.582,24708,NA,NA,1.92575157804644,NA,NA,1,"16_2015"
"16104_1995","16",16104,1995,"PRI",841,3086,882,240,0,6566,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"16_1995",0.128084069448675,0.469996954005483,0.134328358208955,46.9996954005483,68.4387779648785,-21.4390825643302,969,NA,NA,NA,NA,-0.622,22066,0,NA,NA,NA,NA,0,"16_1995"
"16104_1998","16",16104,1998,"PRI",429,3888,2835,155,3,7227,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"16_1998",0.0593607305936073,0.537982565379826,0.39227895392279,53.7982565379826,46.9996954005483,6.79856113743428,NA,NA,5901,48,1,-0.396756958299162,21161,NA,NA,2.86392136925944,29.1666666666667,500,0,"16_1998"
"16104_2001","16",16104,2001,"PRD_PVEM_PT_MC_PAS_PSN",1197,2786,3078,183,6,7061,"PRI","PRI","PRD","PRD",1998,3,"PRI","PRI",0,1,0,0,"16_2001",0.169522730491432,0.394561676816315,0.435915592692253,39.4561676816315,53.7982565379826,-14.3420888563511,NA,NA,6371,25,1,-0.283703625494295,19448,NA,NA,1.82075027468215,60,100,1,"16_2001"
"16104_2004","16",16104,2004,"PAN",2841,2386,2127,138,1,7354,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2001,3,"PRD","PRD",0,1,0,0,"16_2004",0.386320369866739,0.32444927930378,0.289230350829481,28.9230350829481,39.4561676816315,-10.5331325986834,NA,NA,6612,34,3,-0.254928007613546,16414,NA,NA,2.19298245614035,-5.88235294117648,0,1,"16_2004"
"16104_2007","16",16104,2007,"PAN_PNA",3358,1392,2645,179,3,7650,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2004,3,"PAN","PAN",0,0,0,1,"16_2007",0.438954248366013,0.181960784313725,0.345751633986928,43.8954248366013,28.9230350829481,14.9723897536532,NA,NA,7055,32,1,-0.345016379317693,21342,NA,NA,3.67115520907161,-3.12499999999998,500,0,"16_2007"
"16104_2011","16",16104,2011,"PRI_PVEM",2242,3354,1216,317,0,8838,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2007,4,"PAN","PAN",0,0,1,0,"16_2011",0.25367730255714,0.379497623896809,0.137587689522516,25.367730255714,43.8954248366013,-18.5276945808873,0,0,7736,NA,NA,-0.252943391992533,20621,NA,NA,1.66752843846951,NA,NA,1,"16_2011"
"16104_2015","16",16104,2015,"PRI_PVEM",3376,5114,4290,253,0,14448,"PRI_PVEM","PRI","PRI","PRI",2011,4,"PRI","PRI",1,0,1,0,"16_2015",0.233665559246955,0.353959025470653,0.296926910299003,35.3959025470653,25.367730255714,10.0281722913514,NA,NA,8196,NA,NA,-0.173,17166,NA,NA,1.72035139092241,NA,NA,0,"16_2015"
"16105_1995","16",16105,1995,"PRD",228,2517,3012,52,0,6797,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,0,0,1,"16_1995",0.0335442106811829,0.370310431072532,0.443136677946153,37.0310431072532,25.1138663967611,11.9171767104921,3563,NA,NA,NA,NA,-1.221,18651,-1.9927027785574,NA,NA,NA,NA,1,"16_1995"
"16105_1998","16",16105,1998,"PRD",349,3096,3355,117,0,6817,"PRI","PRI","PRD","PRD",1995,3,"PRD","PRD",0,1,0,0,"16_1998",0.0511955405603638,0.454158720844946,0.492151973008655,49.2151973008655,37.0310431072532,12.1841541936123,NA,NA,4948,75,6,-0.997691234316354,18066,NA,NA,3.0517380759903,-5.33333333333332,50,0,"16_1998"
"16105_2001","16",16105,2001,"PRI",486,3619,2888,97,1,6993,"PRI","PRI","PRI","PRI",1998,3,"PRD","PRD",1,0,0,1,"16_2001",0.0694980694980695,0.517517517517518,0.412984412984413,41.2984412984413,49.2151973008655,-7.91675600242419,NA,NA,5389,44,3,-0.847680833889478,17632,NA,NA,2.72777880868433,27.2727272727273,0,1,"16_2001"
"16105_2004","16",16105,2004,"PRD",165,3080,3766,129,0,7729,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2001,3,"PRI","PRI",1,0,0,1,"16_2004",0.0213481692327597,0.398499159011515,0.487255789882262,39.8499159011515,41.2984412984413,-1.44852539728979,NA,NA,4916,52,4,-0.778717618246947,17467,NA,NA,3.49877949552483,17.3076923076923,0,1,"16_2004"
"16105_2007","16",16105,2007,"PRI",1764,2538,1752,238,0,7984,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2004,3,"PRD","PRD",0,1,0,0,"16_2007",0.220941883767535,0.317885771543086,0.219438877755511,21.9438877755511,39.8499159011515,-17.9060281256004,NA,NA,6372,80,7,-0.915513133851843,18313,NA,NA,2.47959824231008,33.75,-14.2857142857143,1,"16_2007"
"16105_2011","16",16105,2011,"PAN_PNA",4398,2931,1228,153,1,9075,"PRD_PT_CONV_PASD","PRD","PAN","PAN",2007,4,"PRI","PRI",0,0,0,1,"16_2011",0.484628099173554,0.32297520661157,0.135316804407713,32.297520661157,21.9438877755511,10.3536328856059,0,0,7144,NA,NA,-0.84347259227314,17980,NA,NA,2.33762597984323,NA,NA,1,"16_2011"
"16106_1995","16",16106,1995,"PRD",748,3520,4664,111,0,8994,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,0,0,1,"16_1995",0.0831665554814321,0.391372025794974,0.518567934178341,39.1372025794974,23.0885078776645,16.0486947018329,4253,NA,NA,NA,NA,-1.09,26487,-0.0235128144838864,NA,NA,NA,NA,1,"16_1995"
"16106_1998","16",16106,1998,"PRI",473,5083,3727,148,0,9364,"PRI","PRI","PRI","PRI",1995,3,"PRD","PRD",1,1,0,0,"16_1998",0.0505126014523708,0.542823579666809,0.398013669372063,39.8013669372063,39.1372025794974,0.664164357708884,NA,NA,6756,86,14,-1.02322702876193,26609,NA,NA,3.84843102427471,-17.4418604651163,14.2857142857143,1,"16_1998"
"16106_2001","16",16106,2001,"PRI",1738,4151,2998,245,6,8887,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,0,0,1,"16_2001",0.195566557893552,0.467086755935636,0.337346686170811,46.7086755935636,39.8013669372063,6.90730865635731,NA,NA,7734,85,2,-0.948519168718803,26582,NA,NA,4.16343418670805,-20,-50,0,"16_2001"
"16106_2004","16",16106,2004,"PRD",1667,2061,5857,168,5,9727,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2001,3,"PRI","PRI",1,1,0,0,"16_2004",0.171378636784209,0.211884445358281,0.602138377711525,21.1884445358281,46.7086755935636,-25.5202310577355,NA,NA,8376,60,1,-0.857388049519846,26259,NA,NA,5.10983763132762,1.66666666666667,600,1,"16_2004"
"16106_2008","16",16106,2008,"PRI",1738,5040,1913,160,9,9613,"PRD_PT_CONV_PASD","PRD","PRI","PRI",2004,4,"PRD","PRD",0,1,0,0,"16_2008",0.180796837615729,0.524290023925934,0.199001352335379,19.9001352335379,21.1884445358281,-1.28830930229019,NA,NA,9826,128,10,-1.00214874594549,28980,NA,NA,2.45267657235904,-37.5,-60,1,"16_2008"
"16106_2011","16",16106,2011,"PRD_MC",2878,3024,4788,304,4,12423,"PRD_PT_CONV_PASD","PRD","PRD","PRD",2008,3,"PRI","PRI",1,0,0,1,"16_2011",0.231667069145939,0.243419463897609,0.385414151171215,24.3419463897609,19.9001352335379,4.44181115622301,0,0,10677,NA,NA,-0.967137831737611,26937,NA,NA,3.48412475414441,NA,NA,1,"16_2011"
"16107_1995","16",16107,1995,"PRD",3759,6944,7114,562,1,21014,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,0,0,1,"16_1995",0.178880746169221,0.330446369087275,0.338536213952603,33.0446369087275,39.6386456106475,-6.59400870192003,11611,NA,NA,NA,NA,-1.232,69019,-0.887089828610798,NA,NA,NA,NA,1,"16_1995"
"16107_1998","16",16107,1998,"PRI",6627,6654,4760,273,0,19336,"PRI","PRI","PRI","PRI",1995,3,"PRD","PRD",1,1,0,0,"16_1998",0.342728589160116,0.344124948282995,0.246172941663219,24.6172941663219,33.0446369087275,-8.42734274240562,NA,NA,20017,422,53,-1.26117037615294,69427,NA,NA,3.97661987310786,-1.8957345971564,0,1,"16_1998"
"16107_2001","16",16107,2001,"PRD_PVEM_PT_MC_PAS_PSN",5691,8169,9387,523,13,23247,"PRI","PRI","PRD","PRD",1998,3,"PRI","PRI",0,0,0,1,"16_2001",0.244805781391147,0.351400180668473,0.403794037940379,35.1400180668473,24.6172941663219,10.5227239005254,NA,NA,22167,187,3,-1.25798793560558,69886,NA,NA,2.73379347678982,44.3850267379679,66.6666666666667,1,"16_2001"
"16107_2004","16",16107,2004,"PAN",6272,5919,5568,580,1,20397,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2001,3,"PRD","PRD",0,1,0,0,"16_2004",0.307496200421631,0.29018973378438,0.272981320782468,27.2981320782468,35.1400180668473,-7.84188598860053,NA,NA,24261,234,17,-1.19140252269472,70448,NA,NA,2.36593710069659,9.40170940170941,17.6470588235294,1,"16_2004"
"16107_2007","16",16107,2007,"PRD_PT_MC",8601,4162,9791,580,5,23892,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2004,3,"PAN","PAN",1,0,0,1,"16_2007",0.359994977398292,0.174200569228194,0.409802444332831,35.9994977398292,27.2981320782468,8.70136566158243,NA,NA,26255,330,12,-1.28928083474892,70800,NA,NA,2.57474766711101,42.1212121212121,200,1,"16_2007"
"16107_2011","16",16107,2011,"PAN_PNA",13292,8837,6323,1009,37,30992,"PRD_PT_CONV_PASD","PRD","PAN","PAN",2007,4,"PRD","PRD",0,0,1,0,"16_2011",0.428884873515746,0.285138100154879,0.204020392359319,20.4020392359319,35.9994977398292,-15.5974585038974,0,0,27964,NA,NA,-1.23715996173488,70108,NA,NA,1.05492776426835,NA,NA,1,"16_2011"
"16108_1995","16",16108,1995,"PAN",23817,13528,5982,1179,19,44356,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,0,1,0,"16_1995",0.536951032554784,0.304986923978718,0.134863378122464,30.4986923978718,40.9823005784351,-10.4836081805633,22042,NA,NA,NA,NA,-1.382,160079,-0.204155702749298,NA,NA,NA,NA,1,"16_1995"
"16108_1998","16",16108,1998,"PAN",16596,14854,12496,1035,0,45001,"PRI","PRI","PAN","PAN",1995,3,"PAN","PAN",0,1,0,0,"16_1998",0.368791804626564,0.33008155374325,0.277682718161819,36.8791804626564,30.4986923978718,6.38048806478462,NA,NA,44512,1933,82,-1.30931826866941,161180,NA,NA,3.6821531272466,-20.5897568546301,24.390243902439,0,"16_1998"
"16108_2001","16",16108,2001,"PAN",23103,11461,11653,1162,26,46217,"PRI","PRI","PAN","PAN",1998,3,"PAN","PAN",0,0,1,0,"16_2001",0.49988099617024,0.247982344159076,0.252136659670684,49.988099617024,36.8791804626564,13.1089191543677,NA,NA,50418,989,12,-1.24212100509796,163647,NA,NA,3.51858463247253,8.59453993933267,-50,0,"16_2001"
"16108_2004","16",16108,2004,"PRI_PVEM",13893,17564,11888,977,27,43345,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2001,3,"PAN","PAN",0,0,1,0,"16_2004",0.320521398085131,0.405213980851309,0.27426462106356,32.0521398085131,49.988099617024,-17.935959808511,NA,NA,55795,1201,39,-1.18153222912792,168944,NA,NA,3.38202347880636,-11.9900083263947,12.8205128205128,1,"16_2004"
"16108_2007","16",16108,2007,"PAN",20403,16609,8503,1375,9,47257,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PAN","PAN",2004,3,"PRI","PRI",0,0,1,0,"16_2007",0.431745561504116,0.351461159193347,0.17993101551093,35.1461159193347,32.0521398085131,3.09397611082161,NA,NA,61469,1286,43,-1.24675726709619,167592,NA,NA,2.85835136410222,43.3903576982893,41.8604651162791,1,"16_2007"
"16108_2011","16",16108,2011,"PAN_PNA",27675,23409,12446,2587,68,64175,"PRD_PT_CONV_PASD","PRD","PAN","PAN",2007,4,"PAN","PAN",0,1,0,0,"16_2011",0.431242695753798,0.36476821192053,0.193938449552006,43.1242695753798,35.1461159193347,7.97815365604512,0,0,70002,NA,NA,-1.22585076234755,163640,NA,NA,3.8670323705037,NA,NA,0,"16_2011"
"16108_2015","16",16108,2015,"PRI_PVEM",13245,30384,7030,2362,80,81394,"PRI_PVEM","PRI","PRI","PRI",2011,4,"PAN","PAN",1,0,1,0,"16_2015",0.16272698233285,0.373295328894022,0.0863700027029019,16.272698233285,43.1242695753798,-26.8515713420948,NA,NA,77454,NA,NA,-0.969,196208,NA,NA,2.80940945593513,NA,NA,1,"16_2015"
"16109_1995","16",16109,1995,"PRD",119,901,1017,33,1,2050,"PRI","PRI","PRD","PRD",1992,3,"PRD","PRD",0,1,0,0,"16_1995",0.0580487804878049,0.439512195121951,0.49609756097561,49.609756097561,41.36460554371,8.24515055385096,0,NA,NA,NA,NA,-1.145,4631,NA,NA,NA,NA,NA,0,"16_1995"
"16109_2001","16",16109,2001,"PRI",195,1110,625,48,1,1930,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,0,0,1,"16_2001",0.101036269430052,0.575129533678757,0.323834196891192,57.5129533678757,33.2339791356185,24.2789742322572,NA,NA,1771,5,0,-0.624566083167084,3895,NA,NA,2.42800677583286,160,NA,0,"16_2001"
"16109_2004","16",16109,2004,"PRI_PVEM",59,899,853,64,0,1811,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"16_2004",0.0325786858089453,0.496410822749862,0.471010491441193,49.6410822749862,57.5129533678757,-7.87187109288946,NA,NA,1849,10,1,-0.451321337480619,3378,NA,NA,-0.648999459167097,-30,-100,0,"16_2004"
"16109_2007","16",16109,2007,"PRD_PT_MC",254,804,862,48,1,1920,"PRD_PVEM_PT_PSN_CONV_PAS","PRD","PRD","PRD",2004,3,"PRI","PRI",1,1,0,0,"16_2007",0.132291666666667,0.41875,0.448958333333333,41.875,49.6410822749862,-7.7660822749862,NA,NA,1899,8,2,-0.736175901768751,4097,NA,NA,1.47446024223275,0,-50,1,"16_2007"
"16109_2011","16",16109,2011,"PAN_PNA",863,724,628,70,0,2215,"PRD_PT_CONV_PASD","PRD","PAN","PAN",2007,4,"PRD","PRD",0,1,0,0,"16_2011",0.38961625282167,0.32686230248307,0.28352144469526,28.352144469526,41.875,-13.522855530474,0,0,1993,NA,NA,-0.685216023644224,4072,NA,NA,1.2042147516307,NA,NA,1,"16_2011"
