"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year","PAN.s","PRI.s","PRD.s","inc.share","inc.share.lag","inc.ch","IM","POB_TOT","ch.agua","ch.dren","ch.elec","ch.del","ch.hom","alt"
"30115_2007",30,30115,2007,"PRI_PVEM_PNA",6004,7695,1449,342,8,16111,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"30_2007",0.372664639066476,0.47762398361368,0.0899385513003538,47.762398361368,37.3593044415987,10.4030939197693,-0.888865138077954,32033,5.32138175152491,-1.23889889700072,9.75781953414529,100,100,0
"30115_2010",30,30115,2010,"PAN",7938,6394,2489,474,6,17381,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,1,0,0,"30_2010",0.456705598066855,0.367872964731603,0.143202347390829,36.7872964731603,47.762398361368,-10.9751018882077,-0.807,34688,4.12437050339529,-8.28832766209846,-0.663034130383772,-45.0956902664571,47.968,1
"30116_2004",30,30116,2004,"PRI_PVEM",2236,2252,177,145,0,6009,"PRI","PRI","PRI","PRI",2000,4,"PAN","PAN",1,0,0,0,"30_2004",0.3721085039108,0.374771176568481,0.0294558162755866,37.21085039108,42.5214144520097,-5.31056406092962,-0.379016907005496,13565,42.8899309162166,65.4306829765545,NA,NA,NA,1
"30116_2007",30,30116,2007,"PAN",4170,2510,25,106,1,6778,"PRI_PVEM_PRV","PRI","PAN","PAN",2004,3,"PRI","PRI",0,0,1,0,"30_2007",0.615225730303924,0.370315727353202,0.00368840365889643,37.0315727353202,37.21085039108,-0.17927765575989,-0.350385718102693,13718,-11.8706700585523,-1.12790269074825,6.79990612439646,100,100,1
"30116_2010",30,30116,2010,"PRI_PVEM_PRV",2083,2705,44,79,0,4832,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PAN","PAN",1,1,0,0,"30_2010",0.431084437086093,0.559809602649007,0.00910596026490066,43.1084437086093,37.0315727353202,6.07687097328912,-0.37,14784,3.7196904455834,19.1718909462021,2.6315962625522,40.1273266268163,55.648,1
"30117_1994",30,30117,1994,"PRI",54,4322,702,227,13,5202,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.0103806228373702,0.830834294502115,0.134948096885813,83.0834294502115,77.1258308503323,5.95759859987911,0.417960232533695,21353,NA,NA,NA,NA,NA,0
"30117_1997",30,30117,1997,"PRI",2416,3447,2139,382,0,8113,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.297793664489092,0.424873659558733,0.263650930605202,42.4873659558733,83.0834294502115,-40.5960634943382,0.416935555714797,21615,73.9434940762964,-1.22699386503067,NA,NA,NA,0
"30117_2000",30,30117,2000,"PRI",2051,4141,466,488,847,6658,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.308050465605287,0.621958546109943,0.0699909882847702,62.1958546109943,42.4873659558733,19.708488655121,0.426,22085,-2.17441591487393,-2.17441591487393,11.5701148115582,NA,NA,0
"30117_2004",30,30117,2004,"PRI_PVEM",2401,3537,612,492,2,9170,"PRI","PRI","PRI","PRI",2000,4,"PRI","PRI",1,1,0,0,"30_2004",0.261832061068702,0.385714285714286,0.0667393675027263,38.5714285714286,62.1958546109943,-23.6244260395657,0.214795302725877,21712,35.050718563336,50.8444645687118,18.514045794577,NA,NA,0
"30117_2007",30,30117,2007,"PRI_PVEM_PNA",2457,4491,3046,254,4,9994,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"30_2007",0.245847508505103,0.449369621773064,0.304782869721833,44.9369621773064,38.5714285714286,6.36553360587781,0.563350549946798,22465,8.99986218794795,-3.46812822402358,6.89395101346163,100,100,0
"30118_1994",30,30118,1994,"PAN",17516,14504,1827,1007,18,35342,"PRI","PRI","PAN","PAN",1991,3,"PRI","PRI",0,1,0,0,"30_1994",0.495614283289005,0.410389904363081,0.0516948672967008,41.0389904363081,68.0986709822961,-27.059680545988,-1.73250078563844,114383,NA,NA,NA,NA,NA,1
"30118_1997",30,30118,1997,"PAN",21309,9130,3353,1318,9,44868,"PRI","PRI","PAN","PAN",1994,3,"PAN","PAN",0,1,0,0,"30_1997",0.474926450922707,0.203485780511723,0.0747303200499242,47.4926450922707,41.0389904363081,6.45365465596259,-1.71000369967955,116074,-43.2541803481637,-102.956733080965,NA,35.9822305958879,NA,0
"30118_2000",30,30118,2000,"PRI",12308,13068,1852,891,33,41802,"PRI","PRI","PRI","PRI",1997,3,"PAN","PAN",1,0,1,0,"30_2000",0.294435672934309,0.312616621214296,0.0443041002822831,29.4435672934309,47.4926450922707,-18.0490777988397,-1.742,118593,-2.17016730706274,-2.17016730706273,5.7028676345817,-33.7752540264832,-96.2918620689655,1
"30118_2004",30,30118,2004,"PAN",23608,18596,7665,1384,34,52838,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,0,1,0,"30_2004",0.446799651765775,0.351943676899201,0.145066050948181,35.1943676899201,29.4435672934309,5.75080039648919,-1.72998963128993,117549,49.6321034591422,0.880321772785915,14.2448707876458,16.4783577919038,-74.8164615384615,1
"30118_2007",30,30118,2007,"PRI_PVEM_PNA",14014,21740,1277,1144,34,49483,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.283208374593295,0.439342804599559,0.0258068427540772,28.3208374593295,35.1943676899201,-6.87353023059066,-1.74038498027083,120078,-8.64557843036052,-2.15144322793048,6.11742814716873,-43.4795100840211,-80.117,1
"30118_2010",30,30118,2010,"PRI_PVEM_PRV",17031,22067,6430,1512,45,45528,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.374077490774908,0.484690739764541,0.141231769460552,48.4690739764541,28.3208374593295,20.1482365171246,-1.723,120995,9.77528916890649,-0.763670280984026,5.80940546405266,-25.4355022770553,4.67060606060606,0
"30119_1994",30,30119,1994,"PRD",4,1169,1295,42,0,2473,"PRI","PRI","PRD","PRD",1991,3,"PRI","PRI",0,1,0,0,"30_1994",0.00161746866154468,0.472705216336433,0.523655479175091,47.2705216336433,85.8834244080146,-38.6129027743712,-0.313632073714888,5450,NA,NA,NA,NA,NA,1
"30119_1997",30,30119,1997,"PRD",33,1260,1413,72,0,2706,"PRI","PRI","PRD","PRD",1994,3,"PRD","PRD",0,1,0,0,"30_1997",0.0121951219512195,0.465631929046563,0.522172949002217,52.2172949002217,47.2705216336433,4.94677326657838,-0.284004492888036,5369,13.3931180988398,1.48623853211009,NA,NA,NA,0
"30119_2000",30,30119,2000,"PRI",434,1093,924,34,5,2451,"PRI","PRI","PRI","PRI",1997,3,"PRD","PRD",1,0,0,1,"30_2000",0.177070583435333,0.44594043247654,0.376988984088127,37.6988984088127,52.2172949002217,-14.518396491409,-0.232,5236,18.1058402701167,2.47718383311603,19.8846295860244,NA,NA,1
"30119_2004",30,30119,2004,"PRD_PT_MC",806,665,1162,82,0,2633,"PRI","PRI","PRD","PRD",2000,4,"PRI","PRI",0,0,0,1,"30_2004",0.306114698063046,0.25256361564755,0.441321686289404,25.256361564755,37.6988984088127,-12.4425368440577,-0.269664651853836,5495,4.07231784759358,-4.94652406417112,11.8424417099672,NA,NA,1
"30119_2007",30,30119,2007,"PRI_PVEM_PNA",987,1132,306,58,1,2865,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRD","PRD",1,1,0,0,"30_2007",0.344502617801047,0.395113438045375,0.106806282722513,10.6806282722513,25.256361564755,-14.5757332925037,-0.237854448341429,5116,24.0945155700318,6.89717925386716,9.8764695177434,100,100,1
"30119_2010",30,30119,2010,"PAN_PNA",1124,1066,849,47,0,3039,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,0,0,1,"30_2010",0.369858506087529,0.350773280684436,0.279368213228036,35.0773280684436,10.6806282722513,24.3966997961923,-0.298,5250,2.430160769763,-2.61923377638781,3.44964564049535,-180.492572322127,98.6875,1
"30120_1994",30,30120,1994,"PRD",0,1640,1670,0,0,3410,"PRI","PRI","PRD","PRD",1991,3,"PRI","PRI",0,0,0,1,"30_1994",0,0.480938416422287,0.489736070381232,48.0938416422287,29.0420295342673,19.0518121079614,0.582811696164542,11874,NA,NA,NA,NA,NA,1
"30120_1997",30,30120,1997,"PRD",158,1725,2080,72,0,3982,"PRI","PRI","PRD","PRD",1994,3,"PRD","PRD",0,1,0,0,"30_1997",0.0396785534907082,0.433199397287795,0.522350577599196,52.2350577599196,48.0938416422287,4.1412161176909,0.554705964456008,12169,100,NA,NA,NA,NA,0
"30120_2007",30,30120,2007,"PRI_PVEM_PNA",466,1959,1413,72,1,5550,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,0,0,0,"30_2007",0.083963963963964,0.352972972972973,0.254594594594595,35.2972972972973,34.1389728096677,1.15832448762963,0.314326633608046,12936,-163.90594701106,100,22.135069072533,100,100,0
"30120_2010",30,30120,2010,"PAN",3091,1840,400,99,0,5963,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,1,0,0,"30_2010",0.518363239979876,0.308569511990609,0.0670803286936106,30.8569511990609,35.2972972972973,-4.44034609823642,0.077,14965,-30.9988617746649,-15.6849103277675,0.537026944396452,-15.6849103277675,70.07,1
"30121_1994",30,30121,1994,"PRI",22,7149,9,206,8,7264,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.00302863436123348,0.984168502202643,0.00123898678414097,98.4168502202643,97.2737468725736,1.14310334769077,0.648110685408375,25981,NA,NA,NA,NA,NA,0
"30121_1997",30,30121,1997,"PRI",2566,3552,1812,341,5,7930,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.323581336696091,0.447919293820933,0.228499369482976,44.7919293820933,98.4168502202643,-53.624920838171,0.655728716252447,25332,83.9741153809594,2.49797929255995,NA,37.8297219879389,NA,0
"30121_2000",30,30121,2000,"PAN_PRD",0,3336,0,582,0,8327,"PRI","PRI","PAN","PAN",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0,0.400624474600697,0,40.0624474600697,44.7919293820933,-4.72948192202366,0.582,24394,3.70282646455076,3.70282646455076,37.8184344152908,-12.5755144793235,75.606,1
"30121_2004",30,30121,2004,"PRI_PVEM",3743,4902,945,267,4,9590,"PRI","PRI","PRI","PRI",2000,4,"PAN","PAN",1,1,0,0,"30_2004",0.390302398331595,0.511157455683003,0.0985401459854015,39.0302398331595,40.0624474600697,-1.03220762691011,0.537567604754119,23426,58.7009021460116,67.9893962996365,37.2037341027197,10.0159937964973,69.253375,1
"30121_2007",30,30121,2007,"PAN",4613,3964,6,175,0,8583,"PRI_PVEM_PRV","PRI","PAN","PAN",2004,3,"PRI","PRI",0,0,1,0,"30_2007",0.537457765350111,0.461843178375859,0.000699056274030059,46.1843178375859,39.0302398331595,7.15407800442638,0.563910684164964,24430,11.3978272382468,-4.28583625032016,0.242635375837648,-114.297169392815,69.9323076923077,1
"30121_2010",30,30121,2010,"PAN",6145,5134,69,245,1,11348,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PAN","PAN",0,1,0,0,"30_2010",0.541505111032781,0.452414522382799,0.00608036658442016,54.1505111032781,46.1843178375859,7.96619326569218,0.487,23276,-5.41037840313588,28.5427752762996,18.3115664850908,-49.9719531238156,66.3791111111111,0
"30122_1994",30,30122,1994,"PRI",3,2160,1713,0,0,3955,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,0,0,0,"30_1994",0.000758533501896334,0.54614412136536,0.433122629582807,54.614412136536,36.1111111111111,18.5033010254249,1.23024515280113,12727,NA,NA,NA,NA,NA,0
"30122_1997",30,30122,1997,"PRI",661,2118,1875,119,0,4669,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.141572071107303,0.453630327693296,0.401584921824802,45.3630327693296,54.614412136536,-9.2513793672064,1.29264929334528,13463,100,NA,NA,NA,NA,0
"30122_2000",30,30122,2000,"PRI",1682,2056,1037,108,36,4805,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.350052029136316,0.427887617065557,0.215816857440166,42.7887617065557,45.3630327693296,-2.57427106277395,1.361,14071,-4.51608111119364,NA,30.9309716211243,NA,NA,0
"30122_2004",30,30122,2004,"PAN",3155,2404,352,182,0,5911,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,1,0,0,"30_2004",0.533750634410421,0.406699374048384,0.0595499915411944,40.6699374048384,42.7887617065557,-2.11882430171724,0.933913741507667,14509,27.872303918129,100,15.6706926817461,NA,NA,1
"30122_2007",30,30122,2007,"PAN",3118,2881,467,168,2,6709,"PRI_PVEM_PRV","PRI","PAN","PAN",2004,3,"PAN","PAN",0,1,0,0,"30_2007",0.464748844835296,0.429423162915487,0.0696079892681473,46.4748844835296,40.6699374048384,5.80494707869115,1.30891759629629,14554,15.1752514014136,-0.31015231925011,-2.62249673959649,100,100,0
"30122_2010",30,30122,2010,"PRD_PT_MC",3050,1357,3181,183,0,7613,"PRI_PVEM_PRV","PRI","PRD","PRD",2007,3,"PAN","PAN",0,0,1,0,"30_2010",0.40063050045974,0.178247734138973,0.417837908840142,40.063050045974,46.4748844835296,-6.41183443755559,0.771,15909,16.5992197149772,-227.930465851312,-3.40149824140479,-185.156926827228,84.091,1
"30123_1994",30,30123,1994,"PRI",4059,12923,1560,673,6,21675,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.187266435986159,0.596216839677047,0.0719723183391004,59.6216839677047,79.2870905587669,-19.6654065910621,NA,92244,NA,NA,NA,NA,NA,0
"30123_1997",30,30123,1997,"PRI",855,15051,8792,764,0,25438,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0336111329507037,0.591673873732212,0.345624656026417,59.1673873732212,59.6216839677047,-0.454296594483566,NA,92301,37.6599967918883,-200.185377910758,NA,49.2700692020408,NA,0
"30123_2000",30,30123,2000,"PAN_PRD",0,10505,0,551,9,25854,"PRI","PRI","PAN","PAN",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0,0.406320105206158,0,40.6320105206158,59.1673873732212,-18.5353768526054,-0.408,90657,12.3871771818247,1.78112913186207,-105.705914888604,-45.2981918452867,13.2846086956522,1
"30123_2004",30,30123,2004,"PRI_PVEM",8730,11329,10982,1472,5,32442,"PRI","PRI","PRI","PRI",2000,4,"PAN","PAN",1,1,0,0,"30_2004",0.269095616793046,0.34920781702731,0.33851180568399,26.9095616793046,40.6320105206158,-13.7224488413112,-0.518863727993709,90936,33.5681106867238,49.8461232999107,17.194913753258,16.327851022511,43.4722162162162,1
"30123_2007",30,30123,2007,"PRI_PVEM_PNA",13697,14984,655,879,14,29688,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PRI","PRI",1,0,1,0,"30_2007",0.46136486122339,0.504715710051199,0.0220627863109674,50.4715710051199,26.9095616793046,23.5620093258153,-0.420166478592639,93111,15.5641905883737,-2.39179202955926,11.2812387983816,-40.9188730983087,-27.5965555555555,0
"30123_2010",30,30123,2010,"PRI_PVEM_PRV",14253,16359,4253,783,7,34865,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,1,0,0,"30_2010",0.408805392227162,0.469209809264305,0.121984798508533,46.9209809264305,50.4715710051199,-3.55059007868939,-0.593,97290,-2.37456582618164,47.7559042433225,2.57952234768324,16.8416821139216,38.9109302325581,0
"30124_1994",30,30124,1994,"PRI",1137,22094,1671,1524,55,39938,"PRI","PRI","PRI","PRI",1991,3,"PAN","PAN",1,1,0,0,"30_1994",0.028469127147078,0.553207471580951,0.0418398517702439,2.8469127147078,40.7521631114538,-37.905250396746,0.489987179353763,168449,NA,NA,NA,NA,NA,1
"30124_1997",30,30124,1997,"PRD",439,15386,18988,1008,20,39968,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,0,1,0,"30_1997",0.0109837870296237,0.384957966373098,0.475080064051241,38.4957966373099,2.8469127147078,35.6488839226021,0.47621391779226,170821,39.2368135999542,74.6479646658633,NA,30.9671724637056,NA,1
"30124_2000",30,30124,2000,"PRD",7372,14180,14289,1319,6,44591,"PRI","PRI","PRD","PRD",1997,3,"PRD","PRD",0,1,0,0,"30_2000",0.165324841335696,0.318001390415106,0.320445829875984,32.0445829875984,38.4957966373099,-6.45121364971146,0.286,170304,0.302655996628066,0.302655996628057,9.64800251357658,-26.0104259983968,-153.475720930233,0
"30124_2004",30,30124,2004,"PAN",27266,18162,6746,2370,32,54814,"PRI","PRI","PAN","PAN",2000,4,"PRD","PRD",0,0,0,1,"30_2004",0.497427664465283,0.331338709088919,0.123070748348962,12.3070748348962,32.0445829875984,-19.7375081527022,0.21826160302833,156202,57.6285290777095,38.8536577727671,28.5473984264792,-13.8978661661676,-26.7299245283019,1
"30124_2007",30,30124,2007,"PRI_PVEM_PNA",7408,23668,8261,1467,15,54338,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,0,0,1,"30_2007",0.136331848798263,0.435569951047149,0.15202988700357,13.6331848798263,12.3070748348962,1.32611004493008,0.342859335522479,172832,0.440756194609946,5.16016806077113,-1.35117268501586,-12.9498915449726,-215.865379310345,1
"30124_2010",30,30124,2010,"PRI_PVEM_PRV",15660,23432,17306,1699,14,56877,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.275330977372224,0.411976721697699,0.304270619055154,41.1976721697699,13.6331848798263,27.5644872899436,0.321,158599,-1.71196878594468,64.3136751938941,10.6336606080692,6.63865100974466,-64.26325,0
"30125_1994",30,30125,1994,"PRI",0,5443,4827,167,6,10270,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0,0.529990262901655,0.470009737098345,52.9990262901655,84.2828418230563,-31.2838155328908,0.143235991943247,24801,NA,NA,NA,NA,NA,0
"30125_1997",30,30125,1997,"PRD",106,5082,5787,184,5,10975,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"30_1997",0.00965831435079727,0.463052391799544,0.527289293849658,46.3052391799544,52.9990262901655,-6.69378711021109,0.120144238116841,25766,25.0945642884415,-3.89097213822024,NA,32.5875995395256,NA,1
"30125_2000",30,30125,2000,"PAN_PRD",0,4507,0,225,16,10968,"PRI","PRI","PAN","PAN",1997,3,"PRD","PRD",0,1,0,0,"30_2000",0,0.410922684172137,0,0,46.3052391799544,-46.3052391799544,0.102,26567,24.926472048704,-3.10874796243109,13.2180002727181,-6.39627325978399,71.6618666666667,1
"30125_2004",30,30125,2004,"PRI_PVEM",2127,4958,4472,472,0,12336,"PRI","PRI","PRI","PRI",2000,4,"PAN","PAN",1,0,0,1,"30_2004",0.172422178988327,0.401913099870298,0.362516212710765,17.2422178988327,0,17.2422178988327,NA,27176,38.0252936361636,48.8538412316031,17.7900111498861,-27.8653969209922,62.9418181818182,1
"30125_2007",30,30125,2007,"PRD",1005,4460,8131,275,3,13596,"PRI_PVEM_PRV","PRI","PRD","PRD",2004,3,"PRI","PRI",0,0,1,0,"30_2007",0.073918799646955,0.328037658134746,0.598043542218299,32.8037658134745,17.2422178988327,15.5615479146419,NA,27266,13.6475139665397,-0.331174565793349,15.5695551043943,-66.8156878322829,62.50925,1
"30125_2010",30,30125,2010,"PRD_PT_MC",811,6296,6574,481,2,13681,"PRI_PVEM_PRV","PRI","PRD","PRD",2007,3,"PRD","PRD",0,1,0,0,"30_2010",0.0592792924493824,0.460200277757474,0.480520429793144,48.0520429793144,32.8037658134745,15.2482771658398,0.06,29165,-11.6248927597254,57.2141128144942,3.63971050482841,-13.8214306537493,53.336,0
"30126_1994",30,30126,1994,"PRI",3829,4437,1445,131,0,9827,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.389640785590719,0.45151114276992,0.147043858756487,45.151114276992,78.732332155477,-33.5812178784851,-0.597046932434976,30083,NA,NA,NA,NA,NA,0
"30126_1997",30,30126,1997,"PRD",394,5276,6130,346,4,11862,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"30_1997",0.0332153093913337,0.444781655707301,0.516776260327095,44.4781655707301,45.151114276992,-0.672948706261899,-0.556574685751299,30588,21.9953061922243,94.3511839466365,NA,NA,NA,1
"30126_2000",30,30126,2000,"PRI_PARM_PAS_PSN_PDS",4178,5820,2543,187,11,12541,"PRI","PRI","PRI","PRI",1997,3,"PRD","PRD",1,1,0,0,"30_2000",0.333147276931664,0.46407782473487,0.202774898333466,20.2774898333466,44.4781655707301,-24.2006757373834,-0.441,30791,14.95279450072,-0.663658951222721,9.41051638214251,NA,NA,1
"30126_2004",30,30126,2004,"PAN",7524,3316,3467,274,5,14307,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,0,0,1,"30_2004",0.525896414342629,0.231774655762913,0.242328929894457,23.1774655762913,20.2774898333466,2.8999757429447,-0.471146672922575,30018,13.2139917650991,2.51047383975837,17.3081821316836,NA,NA,1
"30126_2007",30,30126,2007,"PRI_PVEM_PNA",2704,5650,1519,307,1,14220,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.190154711673699,0.39732770745429,0.106821378340366,19.0154711673699,23.1774655762913,-4.16199440892142,-0.425494576024223,31896,5.12928740905886,-6.25624625224866,0.651717255126837,100,100,1
"30126_2010",30,30126,2010,"PRI_PVEM_PRV",3899,5664,4652,391,1,14215,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.274287724234963,0.398452339078438,0.327259936686599,39.8452339078438,19.0154711673699,20.8297627404739,-0.438,32576,3.59753930254708,-206.395786305493,7.18567054790896,23.8652894634836,2.27199999999999,0
"30127_1994",30,30127,1994,"PRI",5,2928,97,162,1,3044,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.00164257555847569,0.961892247043364,0.0318659658344284,96.1892247043364,100,-3.8107752956636,1.42723100785156,13699,NA,NA,NA,NA,NA,0
"30127_1997",30,30127,1997,"PRI",178,2559,785,150,0,3522,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.0505394662123793,0.726575809199319,0.222884724588302,72.6575809199318,96.1892247043364,-23.5316437844046,1.41958931562206,15375,82.6012066669833,-12.2344696693189,NA,NA,NA,0
"30127_2000",30,30127,2000,"PRI",1751,2827,166,255,50,4744,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"30_2000",0.369097807757167,0.595910623946037,0.0349915682967959,59.5910623946037,72.6575809199318,-13.0665185253281,1.499,17980,-16.9430894308943,-16.9430894308943,-9.41614018965937,NA,NA,0
"30127_2004",30,30127,2004,"PAN",2502,1985,37,340,2,6543,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,1,0,0,"30_2004",0.382393397524072,0.303377655509705,0.00565489836466453,30.3377655509705,59.5910623946037,-29.2532968436332,1.50379808178849,18736,70.3290396575755,65.2651093807935,5.80173702937038,NA,NA,1
"30127_2007",30,30127,2007,"PRI_PVEM_PNA",556,4194,78,248,7,7339,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.075759640277967,0.571467502384521,0.0106281509742472,7.5759640277967,30.3377655509705,-22.7618015231738,1.47724999727787,19654,-11.5577524331115,-4.89965841161401,-22.7215704937199,100,100,1
"30127_2010",30,30127,2010,"PAN_PNA",4150,3304,398,205,0,7852,"PRI_PVEM_PRV","PRI","PAN","PAN",2007,3,"PRI","PRI",0,0,1,0,"30_2010",0.528527763627101,0.420784513499745,0.0506877228731533,42.0784513499745,7.5759640277967,34.5024873221778,1.451,23648,4.11677339361898,9.7588277195482,-29.340311965716,-32.9869907290869,88.176,1
"30128_1994",30,30128,1994,"PAN",9215,4733,154,505,0,14504,"PRI","PRI","PAN","PAN",1991,3,"PAN","PAN",0,1,0,0,"30_1994",0.635341974627689,0.326323772752344,0.0106177606177606,63.5341974627689,46.3466183574879,17.187579105281,-0.433426013665294,50103,NA,NA,NA,NA,NA,0
"30128_1997",30,30128,1997,"PRI",6205,7444,2511,394,1,16324,"PRI","PRI","PRI","PRI",1994,3,"PAN","PAN",1,0,1,0,"30_1997",0.380115167851017,0.456015682430777,0.153822592501838,38.0115167851017,63.5341974627689,-25.5226806776672,-0.434187928861869,52743,2.34937494323579,84.9615506342648,NA,47.5926268146611,NA,1
"30128_2000",30,30128,2000,"PRI_PSN",0,8873,0,343,124,14243,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,0,1,0,"30_2000",0,0.622972688338131,0,62.2972688338131,38.0115167851017,24.2857520487114,-0.512,54365,2.1323248970804,19.8303303018621,10.5581301559376,-12.6373054721143,-70.8614285714285,0
"30128_2004",30,30128,2004,"PAN",8081,7883,910,479,5,17660,"PRI","PRI","PAN","PAN",2000,4,"PRI","PRI",0,1,0,0,"30_2004",0.457587768969422,0.446375990939977,0.0515288788221971,44.6375990939977,62.2972688338131,-17.6596697398154,-0.535862568509475,59824,11.1829861485965,0.962751770440544,11.749648544621,-44.3016950148908,53.4702222222222,1
"30128_2007",30,30128,2007,"PRI_PVEM_PNA",4402,10119,4843,563,18,19981,"PRI_PVEM_PRV","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"30_2007",0.220309293829138,0.506431109554076,0.242380261248186,22.0309293829138,44.6375990939977,-22.606669711084,-0.49772195418513,57004,23.4444531379998,4.71382722653115,18.548783317545,49.8765793979041,57.247,1
"30128_2010",30,30128,2010,"PRI_PVEM_PRV",9568,9630,1569,7,619,20767,"PRI_PVEM_PRV","PRI","PRI","PRI",2007,3,"PRI","PRI",1,0,1,0,"30_2010",0.460730967400202,0.463716473250831,0.0755525593489671,46.3716473250831,22.0309293829138,24.3407179421693,-0.505,68982,0.0327557125410851,32.7707997099619,-8.79620236701355,-41.7707507005683,40.8725714285714,0
"30129_1994",30,30129,1994,"PRI",7,3414,2207,175,12,5768,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"30_1994",0.00121359223300971,0.591886269070735,0.382628294036061,59.1886269070735,81.8533648677704,-22.6647379606969,0.731892804603359,18116,NA,NA,NA,NA,NA,0
"30129_1997",30,30129,1997,"PRI",35,3365,3287,185,14,6703,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"30_1997",0.00522154259286886,0.502014023571535,0.490377442935999,50.2014023571535,59.1886269070735,-8.98722454991999,0.618562928481317,17938,9.87602955597435,0.982556855818065,NA,NA,NA,0
"30129_2000",30,30129,2000,"PRD",2280,1334,3372,158,36,6999,"PRI","PRI","PRD","PRD",1997,3,"PRI","PRI",0,1,0,0,"30_2000",0.325760822974711,0.190598656950993,0.481783111873125,19.0598656950993,50.2014023571535,-31.1415366620542,0.409,17509,12.2028456557818,2.39157096666295,5.87646502349807,NA,NA,1
"30129_2004",30,30129,2004,"PAN",4076,2608,1178,216,29,7971,"PRI","PRI","PAN","PAN",2000,4,"PRD","PRD",0,1,0,0,"30_2004",0.511353657006649,0.327186049429181,0.14778572324677,14.778572324677,19.0598656950993,-4.28129337042235,0.317480951231893,17638,18.8848069404375,-0.736763949968591,21.0311146947927,NA,NA,1
